index,Litres
146,17144.015471375074
147,17150.926224897183
148,17150.926224897183
149,17150.926224897183
150,17150.926224897183
151,17138.21926858889
152,17138.21926858889
153,17138.21926858889
154,17138.21926858889
155,17138.21926858889
156,17409.996840682517
157,17404.595118150057
158,17374.435207642662
159,17374.435207642662
160,17316.734351807696
161,17316.734351807696
162,17316.734351807696
163,17316.734351807696
164,17308.338996419647
165,17308.338996419647
166,17308.338996419647
167,17308.338996419647
168,17470.883782647838
169,17470.883782647838
170,17470.883782647838
171,17470.883782647838
172,17470.883782647838
173,17386.442080760484
174,17386.442080760484
175,17386.442080760484
176,17386.442080760484
177,17495.296697347614
178,17502.68640260381
179,17502.68640260381
180,17502.68640260381
181,17752.22632418797
182,17752.22632418797
183,17752.22632418797
184,17752.22632418797
185,17752.22632418797
186,18315.404320702604
187,18195.43512326986
188,18195.43512326986
189,18322.7940259588
190,17752.22632418797
191,17752.22632418797
192,17752.22632418797
193,17752.22632418797
194,17752.22632418797
195,17329.937018393106
196,17329.937018393106
197,17329.937018393106
198,17329.937018393106
199,17345.555742975233
200,17345.555742975233
201,17345.555742975233
202,17345.555742975233
203,17321.213369409234
204,17321.213369409234
205,17321.213369409234
206,17321.213369409234
207,17321.213369409234
208,16875.120215811272
209,16869.718493278808
210,16864.7873577113
211,16864.7873577113
212,16807.086501876332
213,16807.086501876332
214,16807.086501876332
215,16807.086501876332
216,16883.967448059724
217,16883.967448059724
218,16883.967448059724
219,16883.967448059724
220,16923.930378896835
221,16923.930378896835
222,16923.930378896835
223,16923.930378896835
224,16923.930378896835
225,16857.176246248076
226,16857.176246248076
227,16857.176246248076
228,16857.176246248076
229,16911.285728284056
230,16910.79154148194
231,16910.79154148194
232,16910.79154148194
233,17187.926517735596
234,17187.926517735596
235,17187.926517735596
236,17187.926517735596
237,17187.926517735596
238,17735.41483247031
239,17638.665618563802
240,17638.665618563802
241,17734.920645668197
242,17187.926517735596
243,17187.926517735596
244,17187.926517735596
245,17187.926517735596
246,17187.926517735596
247,16820.312501791752
248,16820.312501791752
249,16820.312501791752
250,16820.312501791752
251,16827.22325531386
252,16827.22325531386
253,16827.22325531386
254,16827.22325531386
255,16814.51629900557
256,16814.51629900557
257,16814.51629900557
258,16814.51629900557
259,16814.51629900557
260,17294.247001811684
261,17288.845279279223
262,17276.03635012187
263,17276.03635012187
264,17218.335494286905
265,17218.335494286905
266,17218.335494286905
267,17218.335494286905
268,17235.960330152637
269,17235.960330152637
270,17235.960330152637
271,17235.960330152637
272,17398.50511638083
273,17398.50511638083
274,17398.50511638083
275,17398.50511638083
276,17398.50511638083
277,17314.063414493477
278,17314.063414493477
279,17314.063414493477
280,17314.063414493477
281,17383.05022602333
282,17364.41974002574
283,17364.41974002574
284,17364.41974002574
285,17623.068472885818
286,17623.068472885818
287,17623.068472885818
288,17623.068472885818
289,17623.068472885818
290,18144.201121673603
291,17998.21173298707
292,17998.21173298707
293,18125.570635676013
294,17623.068472885818
295,17623.068472885818
296,17623.068472885818
297,17623.068472885818
298,17623.068472885818
299,17257.5583521261
300,17257.5583521261
301,17257.5583521261
302,17257.5583521261
303,17273.177076708227
304,17273.177076708227
305,17273.177076708227
306,17273.177076708227
307,17248.834703142224
308,17248.834703142224
309,17248.834703142224
310,17248.834703142224
311,17248.834703142224
312,18263.5384667216
313,18258.136744189138
314,18227.976833681743
315,18227.976833681743
316,18170.275977846777
317,18170.275977846777
318,18170.275977846777
319,18170.275977846777
320,18123.192029760416
321,18123.192029760416
322,18123.192029760416
323,18123.192029760416
324,18285.736815988606
325,18285.736815988606
326,18285.736815988606
327,18285.736815988606
328,18285.736815988606
329,18201.295114101253
330,18201.295114101253
331,18201.295114101253
332,18201.295114101253
333,18310.149730688383
334,18356.22802864289
335,18356.22802864289
336,18356.22802864289
337,18567.079357528735
338,18567.079357528735
339,18567.079357528735
340,18567.079357528735
341,18567.079357528735
342,19130.257354043373
343,19048.97674930894
344,19048.97674930894
345,19176.33565199788
346,18567.079357528735
347,18567.079357528735
348,18567.079357528735
349,18567.079357528735
350,18567.079357528735
351,18144.790051733875
352,18144.790051733875
353,18144.790051733875
354,18144.790051733875
355,18160.408776316002
356,18160.408776316002
357,18160.408776316002
358,18160.408776316002
359,18136.066402750002
360,18136.066402750002
361,18136.066402750002
362,18136.066402750002
363,18136.066402750002
364,16675.972644125628
365,16670.570921593167
366,16640.411011085773
367,16640.411011085773
368,16582.710155250807
369,16582.710155250807
370,16582.710155250807
371,16582.710155250807
372,16554.66379383321
373,16554.66379383321
374,16554.66379383321
375,16554.66379383321
376,16717.208580061404
377,16717.208580061404
378,16717.208580061404
379,16717.208580061404
380,16717.208580061404
381,16632.76687817405
382,16632.76687817405
383,16632.76687817405
384,16632.76687817405
385,16741.62149476118
386,16768.66220604692
387,16768.66220604692
388,16768.66220604692
389,16998.551121601533
390,16998.551121601533
391,16998.551121601533
392,16998.551121601533
393,16998.551121601533
394,17561.72911811617
395,17461.41092671297
396,17461.41092671297
397,17588.76982940191
398,16998.551121601533
399,16998.551121601533
400,16998.551121601533
401,16998.551121601533
402,16998.551121601533
403,16576.26181580667
404,16576.26181580667
405,16576.26181580667
406,16576.26181580667
407,16591.8805403888
408,16591.8805403888
409,16591.8805403888
410,16591.8805403888
411,16567.538166822796
412,16567.538166822796
413,16567.538166822796
414,16567.538166822796
415,16567.538166822796
416,17142.490701688253
417,17137.088979155793
418,17106.9290686484
419,17106.9290686484
420,17049.228212813432
421,17049.228212813432
422,17049.228212813432
423,17049.228212813432
424,17066.853048679168
425,17066.853048679168
426,17066.853048679168
427,17066.853048679168
428,17229.39783490736
429,17229.39783490736
430,17229.39783490736
431,17229.39783490736
432,17229.39783490736
433,17144.956133020005
434,17144.956133020005
435,17144.956133020005
436,17144.956133020005
437,17213.942944549857
438,17195.312458552267
439,17195.312458552267
440,17195.312458552267
441,17508.86445549242
442,17508.86445549242
443,17508.86445549242
444,17508.86445549242
445,17508.86445549242
446,18072.04245200706
447,17926.053063320527
448,17926.053063320527
449,18053.411966009466
450,17508.86445549242
451,17508.86445549242
452,17508.86445549242
453,17508.86445549242
454,17508.86445549242
455,17088.451070652627
456,17088.451070652627
457,17088.451070652627
458,17088.451070652627
459,17104.069795234755
460,17104.069795234755
461,17104.069795234755
462,17104.069795234755
463,17079.727421668755
464,17079.727421668755
465,17079.727421668755
466,17079.727421668755
467,17079.727421668755
468,17564.64289117975
469,17574.838861177057
470,17544.678950669662
471,17544.678950669662
472,17456.61478603837
473,17456.61478603837
474,17456.61478603837
475,17456.61478603837
476,17271.427262905614
477,17271.427262905614
478,17271.427262905614
479,17271.427262905614
480,17655.451665669603
481,17655.451665669603
482,17655.451665669603
483,17655.451665669603
484,17655.451665669603
485,17500.91363470808
486,17500.91363470808
487,17500.91363470808
488,17500.91363470808
489,17636.01861098877
490,17703.551877277718
491,17703.551877277718
492,17703.551877277718
493,18028.293431291575
494,18028.293431291575
495,18028.293431291575
496,18028.293431291575
497,18028.293431291575
498,19078.248052739833
499,19012.002836418673
500,19012.002836418673
501,19145.781319028785
502,18028.293431291575
503,18028.293431291575
504,18028.293431291575
505,18028.293431291575
506,18028.293431291575
507,17427.896403288178
508,17427.896403288178
509,17427.896403288178
510,17427.896403288178
511,17443.51512787031
512,17443.51512787031
513,17443.51512787031
514,17443.51512787031
515,17419.172754304305
516,17419.172754304305
517,17419.172754304305
518,17419.172754304305
519,17419.172754304305
520,21065.261268680493
521,21193.514190123125
522,21163.354279615734
523,21163.354279615734
524,21075.29011498444
525,21075.29011498444
526,21075.29011498444
527,21075.29011498444
528,21005.30137112641
529,21005.30137112641
530,21005.30137112641
531,21005.30137112641
532,21274.126994615675
533,21274.126994615675
534,21274.126994615675
535,21274.126994615675
536,21274.126994615675
537,21119.588963654147
538,21119.588963654147
539,21119.588963654147
540,21119.588963654147
541,21254.693939934838
542,21322.22720622379
543,21322.22720622379
544,21322.22720622379
545,21646.968760237643
546,21646.968760237643
547,21646.968760237643
548,21646.968760237643
549,21646.968760237643
550,22562.125698485506
551,22495.880482164346
552,22495.880482164346
553,22629.658964774455
554,21646.968760237643
555,21646.968760237643
556,21646.968760237643
557,21646.968760237643
558,21646.968760237643
559,21046.571732234246
560,21046.571732234246
561,21046.571732234246
562,21046.571732234246
563,21062.190456816377
564,21062.190456816377
565,21062.190456816377
566,21062.190456816377
567,21037.848083250374
568,21037.848083250374
569,21037.848083250374
570,21037.848083250374
571,21037.848083250374
572,16729.77467979892
573,16739.97064979623
574,16709.810739288834
575,16709.810739288834
576,16621.746574657544
577,16621.746574657544
578,16621.746574657544
579,16621.746574657544
580,16436.559051524786
581,16436.559051524786
582,16436.559051524786
583,16436.559051524786
584,16820.583454288775
585,16820.583454288775
586,16820.583454288775
587,16820.583454288775
588,16820.583454288775
589,16666.045423327247
590,16666.045423327247
591,16666.045423327247
592,16666.045423327247
593,16801.15039960794
594,16868.68366589689
595,16868.68366589689
596,16868.68366589689
597,17216.242719848757
598,17216.242719848757
599,17216.242719848757
600,17216.242719848757
601,17216.242719848757
602,18266.19734129702
603,18199.952124975855
604,18199.952124975855
605,18333.730607585967
606,17216.242719848757
607,17216.242719848757
608,17216.242719848757
609,17216.242719848757
610,17216.242719848757
611,16593.02819190735
612,16593.02819190735
613,16593.02819190735
614,16593.02819190735
615,16608.64691648948
616,16608.64691648948
617,16608.64691648948
618,16608.64691648948
619,16584.304542923477
620,16584.304542923477
621,16584.304542923477
622,16584.304542923477
623,16584.304542923477
624,17128.73772162805
625,17123.33599909559
626,17118.404863528078
627,17118.404863528078
628,17060.70400769311
629,17060.70400769311
630,17060.70400769311
631,17060.70400769311
632,17165.086830515855
633,17165.086830515855
634,17165.086830515855
635,17165.086830515855
636,17205.049761352966
637,17205.049761352966
638,17205.049761352966
639,17205.049761352966
640,17205.049761352966
641,17138.29562870421
642,17138.29562870421
643,17138.29562870421
644,17138.29562870421
645,17192.405110740187
646,17191.91092393807
647,17191.91092393807
648,17191.91092393807
649,17455.76028831226
650,17455.76028831226
651,17455.76028831226
652,17455.76028831226
653,17455.76028831226
654,18003.91052056566
655,17876.057431074605
656,17876.057431074605
657,18003.416333763547
658,17455.76028831226
659,17455.76028831226
660,17455.76028831226
661,17455.76028831226
662,17455.76028831226
663,17090.498537396852
664,17090.498537396852
665,17090.498537396852
666,17090.498537396852
667,17097.40929091896
668,17097.40929091896
669,17097.40929091896
670,17097.40929091896
671,17084.70233461067
672,17084.70233461067
673,17084.70233461067
674,17084.70233461067
675,17084.70233461067
676,16966.501836793163
677,16961.100114260702
678,16956.168978693193
679,16956.168978693193
680,16898.468122858227
681,16898.468122858227
682,16898.468122858227
683,16898.468122858227
684,16975.349069041615
685,16975.349069041615
686,16975.349069041615
687,16975.349069041615
688,17015.31199987873
689,17015.31199987873
690,17015.31199987873
691,17015.31199987873
692,17015.31199987873
693,16948.55786722997
694,16948.55786722997
695,16948.55786722997
696,16948.55786722997
697,17002.667349265947
698,17002.173162463834
699,17002.173162463834
700,17002.173162463834
701,17338.300050841743
702,17338.300050841743
703,17338.300050841743
704,17338.300050841743
705,17338.300050841743
706,17885.78836557646
707,17789.039151669953
708,17789.039151669953
709,17885.294178774344
710,17338.300050841743
711,17338.300050841743
712,17338.300050841743
713,17338.300050841743
714,17338.300050841743
715,16911.694122773646
716,16911.694122773646
717,16911.694122773646
718,16911.694122773646
719,16918.604876295754
720,16918.604876295754
721,16918.604876295754
722,16918.604876295754
723,16905.897919987463
724,16905.897919987463
725,16905.897919987463
726,16905.897919987463
727,16905.897919987463
728,17128.73772162805
729,17123.33599909559
730,17118.404863528078
731,17118.404863528078
732,17060.70400769311
733,17060.70400769311
734,17060.70400769311
735,17060.70400769311
736,17165.086830515855
737,17165.086830515855
738,17165.086830515855
739,17165.086830515855
740,17205.049761352966
741,17205.049761352966
742,17205.049761352966
743,17205.049761352966
744,17205.049761352966
745,17138.29562870421
746,17138.29562870421
747,17138.29562870421
748,17138.29562870421
749,17192.405110740187
750,17191.91092393807
751,17191.91092393807
752,17191.91092393807
753,17455.76028831226
754,17455.76028831226
755,17455.76028831226
756,17455.76028831226
757,17455.76028831226
758,18003.91052056566
759,17876.057431074605
760,17876.057431074605
761,18003.416333763547
762,17455.76028831226
763,17455.76028831226
764,17455.76028831226
765,17455.76028831226
766,17455.76028831226
767,17090.498537396852
768,17090.498537396852
769,17090.498537396852
770,17090.498537396852
771,17097.40929091896
772,17097.40929091896
773,17097.40929091896
774,17097.40929091896
775,17084.70233461067
776,17084.70233461067
777,17084.70233461067
778,17084.70233461067
779,17084.70233461067
780,15033.321223168443
781,15027.919500635982
782,15022.988365068471
783,15022.988365068471
784,15027.948171145345
785,15027.948171145345
786,15027.948171145345
787,15027.948171145345
788,15067.675859639357
789,15067.675859639357
790,15067.675859639357
791,15067.675859639357
792,15124.393972692675
793,15124.393972692675
794,15124.393972692675
795,15124.393972692675
796,15124.393972692675
797,15040.884657827713
798,15040.884657827713
799,15040.884657827713
800,15040.884657827713
801,14926.351243296025
802,14925.857056493911
803,14925.857056493911
804,14925.857056493911
805,15174.664801423953
806,15174.664801423953
807,15174.664801423953
808,15174.664801423953
809,15174.664801423953
810,15626.655032643848
811,15588.532342170693
812,15588.532342170693
813,15626.160845841732
814,15174.664801423953
815,15174.664801423953
816,15174.664801423953
817,15174.664801423953
818,15174.664801423953
819,14995.390590024137
820,14995.390590024137
821,14995.390590024137
822,14995.390590024137
823,15002.301343546245
824,15002.301343546245
825,15002.301343546245
826,15002.301343546245
827,14989.594387237954
828,14989.594387237954
829,14989.594387237954
830,14989.594387237954
831,14989.594387237954
832,16837.083761469396
833,16831.682038936935
834,16826.750903369422
835,16826.750903369422
836,16769.050047534456
837,16769.050047534456
838,16769.050047534456
839,16769.050047534456
840,16824.50146179293
841,16824.50146179293
842,16824.50146179293
843,16824.50146179293
844,16864.46439263004
845,16864.46439263004
846,16864.46439263004
847,16864.46439263004
848,16864.46439263004
849,16797.710259981286
850,16797.710259981286
851,16797.710259981286
852,16797.710259981286
853,16851.819742017262
854,16851.325555215146
855,16851.325555215146
856,16851.325555215146
857,17247.22219170618
858,17247.22219170618
859,17247.22219170618
860,17247.22219170618
861,17247.22219170618
862,17787.53202988236
863,17740.426318429592
864,17740.426318429592
865,17787.037843080245
866,17247.22219170618
867,17247.22219170618
868,17247.22219170618
869,17247.22219170618
870,17247.22219170618
871,16760.846515524958
872,16760.846515524958
873,16760.846515524958
874,16760.846515524958
875,16767.757269047066
876,16767.757269047066
877,16767.757269047066
878,16767.757269047066
879,16755.05031273878
880,16755.05031273878
881,16755.05031273878
882,16755.05031273878
883,16755.05031273878
884,17028.620411197684
885,17023.218688665223
886,17018.28755309771
887,17018.28755309771
888,16960.586697262745
889,16960.586697262745
890,16960.586697262745
891,16960.586697262745
892,17064.969520085488
893,17064.969520085488
894,17064.969520085488
895,17064.969520085488
896,17104.9324509226
897,17104.9324509226
898,17104.9324509226
899,17104.9324509226
900,17104.9324509226
901,17038.178318273844
902,17038.178318273844
903,17038.178318273844
904,17038.178318273844
905,17092.287800309816
906,17091.793613507703
907,17091.793613507703
908,17091.793613507703
909,17355.642977881893
910,17355.642977881893
911,17355.642977881893
912,17355.642977881893
913,17355.642977881893
914,17903.793210135293
915,17775.940120644238
916,17775.940120644238
917,17903.299023333177
918,17355.642977881893
919,17355.642977881893
920,17355.642977881893
921,17355.642977881893
922,17355.642977881893
923,17001.314573817515
924,17001.314573817515
925,17001.314573817515
926,17001.314573817515
927,17008.225327339624
928,17008.225327339624
929,17008.225327339624
930,17008.225327339624
931,16995.518371031332
932,16995.518371031332
933,16995.518371031332
934,16995.518371031332
935,16995.518371031332
936,14259.590408299133
937,14254.18868576667
938,14249.257550199161
939,14249.257550199161
940,14254.217356276033
941,14254.217356276033
942,14254.217356276033
943,14254.217356276033
944,14293.945044770046
945,14293.945044770046
946,14293.945044770046
947,14293.945044770046
948,14350.663157823363
949,14350.663157823363
950,14350.663157823363
951,14350.663157823363
952,14350.663157823363
953,14267.153842958402
954,14267.153842958402
955,14267.153842958402
956,14267.153842958402
957,14152.620428426713
958,14152.126241624599
959,14152.126241624599
960,14152.126241624599
961,14400.933986554643
962,14400.933986554643
963,14400.933986554643
964,14400.933986554643
965,14400.933986554643
966,14852.924217774536
967,14814.801527301383
968,14814.801527301383
969,14852.430030972422
970,14400.933986554643
971,14400.933986554643
972,14400.933986554643
973,14400.933986554643
974,14400.933986554643
975,14221.659775154825
976,14221.659775154825
977,14221.659775154825
978,14221.659775154825
979,14228.570528676933
980,14228.570528676933
981,14228.570528676933
982,14228.570528676933
983,14215.863572368644
984,14215.863572368644
985,14215.863572368644
986,14215.863572368644
987,14215.863572368644
988,16945.173479812598
989,16939.771757280138
990,16937.786918611167
991,16937.786918611167
992,16880.086062776198
993,16880.086062776198
994,16880.086062776198
995,16880.086062776198
996,16981.5225887004
997,16981.5225887004
998,16981.5225887004
999,16981.5225887004
1000,17021.485519537517
1001,17021.485519537517
1002,17021.485519537517
1003,17021.485519537517
1004,17021.485519537517
1005,16954.731386888758
1006,16954.731386888758
1007,16954.731386888758
1008,16954.731386888758
1009,17008.840868924734
1010,17008.34668212262
1011,17008.34668212262
1012,17008.34668212262
1013,17404.243318613655
1014,17404.243318613655
1015,17404.243318613655
1016,17404.243318613655
1017,17404.243318613655
1018,17952.393550867055
1019,17824.540461376
1020,17824.540461376
1021,17951.89936406494
1022,17404.243318613655
1023,17404.243318613655
1024,17404.243318613655
1025,17404.243318613655
1026,17404.243318613655
1027,16917.867642432433
1028,16917.867642432433
1029,16917.867642432433
1030,16917.867642432433
1031,16924.77839595454
1032,16924.77839595454
1033,16924.77839595454
1034,16924.77839595454
1035,16912.07143964625
1036,16912.07143964625
1037,16912.07143964625
1038,16912.07143964625
1039,16912.07143964625
1040,17475.316194877516
1041,17469.914472345055
1042,17467.114949353414
1043,17467.114949353414
1044,17409.414093518448
1045,17409.414093518448
1046,17409.414093518448
1047,17409.414093518448
1048,17510.850619442648
1049,17510.850619442648
1050,17510.850619442648
1051,17510.850619442648
1052,17568.501119518358
1053,17568.501119518358
1054,17568.501119518358
1055,17568.501119518358
1056,17568.501119518358
1057,17484.059417631004
1058,17484.059417631004
1059,17484.059417631004
1060,17484.059417631004
1061,17562.38957592897
1062,17561.895389126857
1063,17561.895389126857
1064,17561.895389126857
1065,17823.819272932033
1066,17823.819272932033
1067,17823.819272932033
1068,17823.819272932033
1069,17823.819272932033
1070,18283.13557910425
1071,18155.282489613197
1072,18155.282489613197
1073,18282.641392302136
1074,17823.819272932033
1075,17823.819272932033
1076,17823.819272932033
1077,17823.819272932033
1078,17823.819272932033
1079,17427.554355263626
1080,17427.554355263626
1081,17427.554355263626
1082,17427.554355263626
1083,17443.173079845754
1084,17443.173079845754
1085,17443.173079845754
1086,17443.173079845754
1087,17418.830706279754
1088,17418.830706279754
1089,17418.830706279754
1090,17418.830706279754
1091,17418.830706279754
1092,17058.208698743605
1093,17052.806976211145
1094,17023.32026090282
1095,17023.32026090282
1096,16965.619405067853
1097,16965.619405067853
1098,16965.619405067853
1099,16965.619405067853
1100,17067.055930992057
1101,17067.055930992057
1102,17067.055930992057
1103,17067.055930992057
1104,17107.01886182917
1105,17107.01886182917
1106,17107.01886182917
1107,17107.01886182917
1108,17107.01886182917
1109,17040.264729180413
1110,17040.264729180413
1111,17040.264729180413
1112,17040.264729180413
1113,17094.37421121639
1114,17093.880024414273
1115,17093.880024414273
1116,17093.880024414273
1117,17371.01500066793
1118,17371.01500066793
1119,17371.01500066793
1120,17371.01500066793
1121,17371.01500066793
1122,17918.503315402646
1123,17821.75410149614
1124,17821.75410149614
1125,17918.00912860053
1126,17371.01500066793
1127,17371.01500066793
1128,17371.01500066793
1129,17371.01500066793
1130,17371.01500066793
1131,17003.400984724085
1132,17003.400984724085
1133,17003.400984724085
1134,17003.400984724085
1135,17010.311738246193
1136,17010.311738246193
1137,17010.311738246193
1138,17010.311738246193
1139,16997.604781937905
1140,16997.604781937905
1141,16997.604781937905
1142,16997.604781937905
1143,16997.604781937905
1144,17025.532941611986
1145,17020.13121907952
1146,16990.6445037712
1147,16990.6445037712
1148,16932.943647936234
1149,16932.943647936234
1150,16932.943647936234
1151,16932.943647936234
1152,17034.380173860438
1153,17034.380173860438
1154,17034.380173860438
1155,17034.380173860438
1156,17074.34310469755
1157,17074.34310469755
1158,17074.34310469755
1159,17074.34310469755
1160,17074.34310469755
1161,17007.58897204879
1162,17007.58897204879
1163,17007.58897204879
1164,17007.58897204879
1165,17061.69845408477
1166,17061.204267282654
1167,17061.204267282654
1168,17061.204267282654
1169,17338.33924353631
1170,17338.33924353631
1171,17338.33924353631
1172,17338.33924353631
1173,17338.33924353631
1174,17885.827558271023
1175,17789.078344364516
1176,17789.078344364516
1177,17885.33337146891
1178,17338.33924353631
1179,17338.33924353631
1180,17338.33924353631
1181,17338.33924353631
1182,17338.33924353631
1183,16970.725227592466
1184,16970.725227592466
1185,16970.725227592466
1186,16970.725227592466
1187,16977.635981114574
1188,16977.635981114574
1189,16977.635981114574
1190,16977.635981114574
1191,16964.929024806283
1192,16964.929024806283
1193,16964.929024806283
1194,16964.929024806283
1195,16964.929024806283
1196,17171.321308755243
1197,17165.91958622278
1198,17163.93474755381
1199,17163.93474755381
1200,17106.23389171884
1201,17106.23389171884
1202,17106.23389171884
1203,17106.23389171884
1204,17207.670417643043
1205,17207.670417643043
1206,17207.670417643043
1207,17207.670417643043
1208,17247.633348480158
1209,17247.633348480158
1210,17247.633348480158
1211,17247.633348480158
1212,17247.633348480158
1213,17180.8792158314
1214,17180.8792158314
1215,17180.8792158314
1216,17180.8792158314
1217,17234.988697867375
1218,17234.494511065262
1219,17234.494511065262
1220,17234.494511065262
1221,17498.34387543945
1222,17498.34387543945
1223,17498.34387543945
1224,17498.34387543945
1225,17498.34387543945
1226,18046.49410769285
1227,17918.641018201797
1228,17918.641018201797
1229,18045.999920890736
1230,17498.34387543945
1231,17498.34387543945
1232,17498.34387543945
1233,17498.34387543945
1234,17498.34387543945
1235,17144.015471375074
1236,17144.015471375074
1237,17144.015471375074
1238,17144.015471375074
1239,17150.926224897183
1240,17150.926224897183
1241,17150.926224897183
1242,17150.926224897183
1243,17138.21926858889
1244,17138.21926858889
1245,17138.21926858889
1246,17138.21926858889
1247,17138.21926858889
1248,17171.321308755243
1249,17165.91958622278
1250,17163.93474755381
1251,17163.93474755381
1252,17106.23389171884
1253,17106.23389171884
1254,17106.23389171884
1255,17106.23389171884
1256,17207.670417643043
1257,17207.670417643043
1258,17207.670417643043
1259,17207.670417643043
1260,17247.633348480158
1261,17247.633348480158
1262,17247.633348480158
1263,17247.633348480158
1264,17247.633348480158
1265,17180.8792158314
1266,17180.8792158314
1267,17180.8792158314
1268,17180.8792158314
1269,17234.988697867375
1270,17234.494511065262
1271,17234.494511065262
1272,17234.494511065262
1273,17498.34387543945
1274,17498.34387543945
1275,17498.34387543945
1276,17498.34387543945
1277,17498.34387543945
1278,18046.49410769285
1279,17918.641018201797
1280,17918.641018201797
1281,18045.999920890736
1282,17498.34387543945
1283,17498.34387543945
1284,17498.34387543945
1285,17498.34387543945
1286,17498.34387543945
1287,17144.015471375074
1288,17144.015471375074
1289,17144.015471375074
1290,17144.015471375074
1291,17150.926224897183
1292,17150.926224897183
1293,17150.926224897183
1294,17150.926224897183
1295,17138.21926858889
1296,17138.21926858889
1297,17138.21926858889
1298,17138.21926858889
1299,17138.21926858889
1300,17272.225838791313
1301,17266.824116258853
1302,17207.79736641645
1303,17207.79736641645
1304,17150.096510581483
1305,17150.096510581483
1306,17150.096510581483
1307,17150.096510581483
1308,17078.611297262138
1309,17078.611297262138
1310,17078.611297262138
1311,17078.611297262138
1312,17241.156083490332
1313,17241.156083490332
1314,17241.156083490332
1315,17241.156083490332
1316,17241.156083490332
1317,17156.71438160298
1318,17156.71438160298
1319,17156.71438160298
1320,17156.71438160298
1321,17265.56899819011
1322,17333.102264479057
1323,17333.102264479057
1324,17333.102264479057
1325,17566.854085983974
1326,17566.854085983974
1327,17566.854085983974
1328,17566.854085983974
1329,17566.854085983974
1330,18259.754740059114
1331,18193.509523737954
1332,18193.509523737954
1333,18327.288006348062
1334,17566.854085983974
1335,17566.854085983974
1336,17566.854085983974
1337,17566.854085983974
1338,17566.854085983974
1339,17100.209319235597
1340,17100.209319235597
1341,17100.209319235597
1342,17100.209319235597
1343,17115.828043817728
1344,17115.828043817728
1345,17115.828043817728
1346,17115.828043817728
1347,17091.485670251725
1348,17091.485670251725
1349,17091.485670251725
1350,17091.485670251725
1351,17091.485670251725
1352,17588.249025986283
1353,17582.847303453822
1354,17572.984671195005
1355,17572.984671195005
1356,17515.28381536004
1357,17515.28381536004
1358,17515.28381536004
1359,17515.28381536004
1360,17690.04742460049
1361,17690.04742460049
